reference;type_operation;categorie_produit;quantite;prix_unitaire;valeur_marchandise;devise;pays_origine;pays_destination;mode_transport;distance_km;poids_kg;niveau_douane;priorite;date_operation;saison;duree_prevue_jours;date_livraison_prevue;duree_reelle_jours;date_livraison_reelle;retard
IMP-03016;IMPORT;AUTOMOBILE;684;4357.53;2980550.52;USD;Corée du Sud;Maroc;MARITIME;11360;27116.69;MOYEN;URGENTE;2022-12-27;HIVER;30;2023-01-26;29;2023-01-25;0
EXP-03017;EXPORT;ALIMENTAIRE;5868;139.38;817881.84;EUR;Maroc;Espagne;ROUTIER;967;10069.1;ELEVE;NORMALE;2023-08-14;ETE;4;2023-08-18;2;2023-08-16;0
IMP-03018;IMPORT;EQUIPEMENT_MEDICAL;356;22147.03;7884342.68;USD;Japon;Maroc;MARITIME;11520;6672.36;MOYEN;URGENTE;2023-07-05;ETE;33;2023-08-07;31;2023-08-05;0
IMP-03019;IMPORT;EQUIPEMENT_MEDICAL;139;10526.14;1463133.46;USD;Japon;Maroc;AERIEN;11367;837.1;FAIBLE;NORMALE;2025-08-28;ETE;5;2025-09-02;7;2025-09-04;1
EXP-03020;EXPORT;ALIMENTAIRE;8442;78.49;662612.58;MAD;Maroc;Turquie;MARITIME;4633;59691.41;FAIBLE;NORMALE;2022-01-31;HIVER;17;2022-02-17;15;2022-02-15;0
EXP-03021;EXPORT;ALIMENTAIRE;5676;95.85;544044.6;USD;Maroc;Émirats arabes unis;MARITIME;5930;39326.11;FAIBLE;NORMALE;2023-11-14;AUTOMNE;19;2023-12-03;19;2023-12-03;0
EXP-03022;EXPORT;ELECTRONIQUE;547;710.45;388616.15;MAD;Maroc;États-Unis;MARITIME;6177;3876.44;MOYEN;NORMALE;2025-10-19;AUTOMNE;20;2025-11-08;27;2025-11-15;1
IMP-03023;IMPORT;MACHINES;72;67922.77;4890439.44;USD;Chine;Maroc;MARITIME;10282;43783.06;ELEVE;NORMALE;2024-11-13;AUTOMNE;29;2024-12-12;43;2024-12-26;1
EXP-03024;EXPORT;COSMETIQUE;1840;433.36;797382.4;USD;Maroc;Royaume-Uni;MARITIME;2236;2895.44;MOYEN;NORMALE;2025-12-26;HIVER;10;2026-01-05;15;2026-01-10;1
IMP-03025;IMPORT;EQUIPEMENT_MEDICAL;245;17314.84;4242135.8;EUR;France;Maroc;ROUTIER;2092;18004.49;MOYEN;NORMALE;2023-09-01;AUTOMNE;5;2023-09-06;5;2023-09-06;0
EXP-03026;EXPORT;AGRICOLE;3221;181.52;584675.92;EUR;Maroc;Belgique;ROUTIER;2548;46141.9;FAIBLE;URGENTE;2022-05-15;PRINTEMPS;6;2022-05-21;6;2022-05-21;0
IMP-03027;IMPORT;AUTOMOBILE;119;751.36;89411.84;EUR;Allemagne;Maroc;MARITIME;2692;5883.69;FAIBLE;NORMALE;2023-03-21;PRINTEMPS;11;2023-04-01;9;2023-03-30;0
IMP-03028;IMPORT;TEXTILE;4466;172.38;769849.08;USD;Canada;Maroc;MARITIME;5715;10961.97;ELEVE;NORMALE;2025-01-20;HIVER;20;2025-02-09;27;2025-02-16;1
IMP-03029;IMPORT;EQUIPEMENT_MEDICAL;181;7144.78;1293205.18;EUR;France;Maroc;MARITIME;1904;25369.11;FAIBLE;NORMALE;2022-07-03;ETE;11;2022-07-14;15;2022-07-18;1
IMP-03030;IMPORT;AUTOMOBILE;566;3296.48;1865807.68;EUR;Allemagne;Maroc;MARITIME;2846;4777.6;FAIBLE;URGENTE;2025-07-29;ETE;13;2025-08-11;11;2025-08-09;0
IMP-03031;IMPORT;PHARMACEUTIQUE;3229;623.81;2014282.49;EUR;Espagne;Maroc;MARITIME;1020;680.07;FAIBLE;NORMALE;2023-10-01;AUTOMNE;9;2023-10-10;12;2023-10-13;1
IMP-03032;IMPORT;EQUIPEMENT_MEDICAL;494;16766.51;8282655.94;MAD;Turquie;Maroc;MARITIME;4654;32292.18;MOYEN;URGENTE;2024-01-17;HIVER;15;2024-02-01;16;2024-02-02;1
EXP-03033;EXPORT;ALIMENTAIRE;7401;24.15;178734.15;MAD;Maroc;Turquie;AERIEN;4291;72133.93;MOYEN;NORMALE;2022-08-18;ETE;3;2022-08-21;5;2022-08-23;1
IMP-03034;IMPORT;MACHINES;13;24659.32;320571.16;MAD;États-Unis;Maroc;MARITIME;6194;17318.3;FAIBLE;URGENTE;2025-09-25;AUTOMNE;21;2025-10-16;21;2025-10-16;0
IMP-03035;IMPORT;PHARMACEUTIQUE;814;644.97;525005.58;USD;Royaume-Uni;Maroc;MARITIME;2315;360.6;MOYEN;NORMALE;2023-08-24;ETE;11;2023-09-04;11;2023-09-04;0
EXP-03036;EXPORT;PHARMACEUTIQUE;1693;236.86;401003.98;USD;Maroc;Royaume-Uni;ROUTIER;2259;418.68;MOYEN;NORMALE;2025-09-15;AUTOMNE;5;2025-09-20;3;2025-09-18;0
EXP-03037;EXPORT;ELECTRONIQUE;104;6448.98;670693.92;EUR;Maroc;Pays-Bas;ROUTIER;2533;364.12;MOYEN;NORMALE;2024-02-12;HIVER;5;2024-02-17;3;2024-02-15;0
EXP-03038;EXPORT;PHARMACEUTIQUE;3232;863.14;2789668.48;USD;Maroc;Chine;MARITIME;9661;1974.01;FAIBLE;NORMALE;2024-01-29;HIVER;24;2024-02-22;26;2024-02-24;1
EXP-03039;EXPORT;EQUIPEMENT_MEDICAL;272;16652.64;4529518.08;EUR;Maroc;Espagne;ROUTIER;991;24697.02;MOYEN;URGENTE;2024-02-08;HIVER;3;2024-02-11;3;2024-02-11;0
IMP-03040;IMPORT;AGRICOLE;8252;192.03;1584631.56;EUR;Portugal;Maroc;ROUTIER;880;132756.42;MOYEN;NORMALE;2025-03-30;PRINTEMPS;3;2025-04-02;2;2025-04-01;0
EXP-03041;EXPORT;COSMETIQUE;4506;441.08;1987506.48;EUR;Maroc;Pays-Bas;MARITIME;2615;7873.19;MOYEN;URGENTE;2023-02-06;HIVER;13;2023-02-19;18;2023-02-24;1
IMP-03042;IMPORT;ELECTRONIQUE;858;2123.58;1822031.64;USD;Émirats arabes unis;Maroc;MARITIME;5904;5393.1;MOYEN;NORMALE;2024-09-22;AUTOMNE;20;2024-10-12;18;2024-10-10;0
IMP-03043;IMPORT;EQUIPEMENT_MEDICAL;484;13416.26;6493469.84;USD;Corée du Sud;Maroc;AERIEN;10690;21619.03;MOYEN;NORMALE;2024-08-18;ETE;6;2024-08-24;7;2024-08-25;1
IMP-03044;IMPORT;EQUIPEMENT_MEDICAL;184;9497.8;1747595.2;EUR;Portugal;Maroc;MARITIME;883;5478.05;MOYEN;URGENTE;2025-07-10;ETE;9;2025-07-19;10;2025-07-20;1
IMP-03045;IMPORT;MATERIAUX_CONSTRUCTION;1975;335.78;663165.5;USD;Japon;Maroc;MARITIME;11667;70553.23;MOYEN;NORMALE;2022-03-19;PRINTEMPS;28;2022-04-16;29;2022-04-17;1
EXP-03046;EXPORT;AGRICOLE;1470;236.38;347478.6;EUR;Maroc;Espagne;ROUTIER;967;665.22;MOYEN;URGENTE;2024-06-19;ETE;3;2024-06-22;3;2024-06-22;0
EXP-03047;EXPORT;ALIMENTAIRE;9445;9.08;85760.6;EUR;Maroc;Allemagne;ROUTIER;2744;55203.92;MOYEN;NORMALE;2024-07-10;ETE;6;2024-07-16;4;2024-07-14;0
EXP-03048;EXPORT;MATERIAUX_CONSTRUCTION;599;1117.85;669592.15;USD;Maroc;États-Unis;MARITIME;6465;34503.84;FAIBLE;URGENTE;2022-03-16;PRINTEMPS;20;2022-04-05;20;2022-04-05;0
IMP-03049;IMPORT;EQUIPEMENT_MEDICAL;221;19725.85;4359412.85;MAD;États-Unis;Maroc;MARITIME;6457;32343.87;ELEVE;NORMALE;2025-01-17;HIVER;19;2025-02-05;26;2025-02-12;1
EXP-03050;EXPORT;AGRICOLE;9593;245.9;2358918.7;EUR;Maroc;Belgique;ROUTIER;2458;74554.95;MOYEN;NORMALE;2024-09-09;AUTOMNE;5;2024-09-14;4;2024-09-13;0
IMP-03051;IMPORT;AGRICOLE;755;264.79;199916.45;EUR;Pays-Bas;Maroc;ROUTIER;2514;8805.75;FAIBLE;NORMALE;2023-05-23;PRINTEMPS;6;2023-05-29;7;2023-05-30;1
IMP-03052;IMPORT;MACHINES;19;6064.63;115227.97;EUR;Pays-Bas;Maroc;MARITIME;2711;7828.62;MOYEN;NORMALE;2024-12-18;HIVER;11;2024-12-29;11;2024-12-29;0
IMP-03053;IMPORT;MACHINES;24;55357.92;1328590.08;USD;États-Unis;Maroc;AERIEN;6568;10801.38;FAIBLE;URGENTE;2025-02-26;HIVER;5;2025-03-03;5;2025-03-03;0
IMP-03054;IMPORT;ELECTRONIQUE;242;5101.91;1234662.22;USD;États-Unis;Maroc;MARITIME;6187;1032.28;MOYEN;NORMALE;2025-10-05;AUTOMNE;18;2025-10-23;18;2025-10-23;0
IMP-03055;IMPORT;ELECTRONIQUE;346;213.05;73715.3;EUR;Turquie;Maroc;MARITIME;4321;1372.89;MOYEN;URGENTE;2025-04-06;PRINTEMPS;17;2025-04-23;16;2025-04-22;0
EXP-03056;EXPORT;COSMETIQUE;4942;472.41;2334650.22;EUR;Maroc;France;ROUTIER;2078;9829.75;MOYEN;NORMALE;2025-12-18;HIVER;5;2025-12-23;7;2025-12-25;1
EXP-03057;EXPORT;COSMETIQUE;2676;303.74;812808.24;USD;Maroc;Royaume-Uni;ROUTIER;2223;2543.78;MOYEN;NORMALE;2024-02-03;HIVER;5;2024-02-08;7;2024-02-10;1
EXP-03058;EXPORT;ELECTRONIQUE;205;6119.87;1254573.35;USD;Maroc;États-Unis;MARITIME;6226;1048.4;FAIBLE;NORMALE;2023-04-13;PRINTEMPS;20;2023-05-03;19;2023-05-02;0
IMP-03059;IMPORT;AUTOMOBILE;31;4474.64;138713.84;EUR;Belgique;Maroc;ROUTIER;2538;1249.93;ELEVE;NORMALE;2022-05-09;PRINTEMPS;6;2022-05-15;4;2022-05-13;0
EXP-03060;EXPORT;MACHINES;93;64590.39;6006906.27;EUR;Maroc;France;ROUTIER;1994;110379.43;MOYEN;NORMALE;2025-07-20;ETE;5;2025-07-25;3;2025-07-23;0
IMP-03061;IMPORT;AUTOMOBILE;556;321.77;178904.12;EUR;Royaume-Uni;Maroc;AERIEN;2202;12547.6;FAIBLE;NORMALE;2025-09-16;AUTOMNE;3;2025-09-19;3;2025-09-19;0
IMP-03062;IMPORT;TEXTILE;635;72.15;45815.25;EUR;Portugal;Maroc;MARITIME;897;1902.8;FAIBLE;NORMALE;2024-06-14;ETE;9;2024-06-23;9;2024-06-23;0
EXP-03063;EXPORT;PHARMACEUTIQUE;2701;933.11;2520330.11;EUR;Maroc;Espagne;ROUTIER;992;4314.38;ELEVE;URGENTE;2023-12-06;HIVER;3;2023-12-09;1;2023-12-07;0
IMP-03064;IMPORT;COSMETIQUE;1995;241.98;482750.1;EUR;Portugal;Maroc;MARITIME;856;2924.67;MOYEN;NORMALE;2023-11-01;AUTOMNE;8;2023-11-09;11;2023-11-12;1
IMP-03065;IMPORT;MACHINES;56;5928.49;331995.44;EUR;Portugal;Maroc;MARITIME;859;60623.04;ELEVE;URGENTE;2024-08-28;ETE;9;2024-09-06;7;2024-09-04;0
EXP-03066;EXPORT;COSMETIQUE;1612;282.32;455099.84;MAD;Maroc;Belgique;ROUTIER;2483;2537.95;MOYEN;NORMALE;2022-09-23;AUTOMNE;6;2022-09-29;5;2022-09-28;0
IMP-03067;IMPORT;EQUIPEMENT_MEDICAL;104;20841.65;2167531.6;EUR;Belgique;Maroc;MARITIME;2422;8079.11;MOYEN;NORMALE;2023-02-17;HIVER;12;2023-03-01;15;2023-03-04;1
IMP-03068;IMPORT;MATERIAUX_CONSTRUCTION;1662;1482.1;2463250.2;EUR;France;Maroc;ROUTIER;1922;52074.61;MOYEN;NORMALE;2022-01-14;HIVER;5;2022-01-19;7;2022-01-21;1
IMP-03069;IMPORT;AUTOMOBILE;958;3667.49;3513455.42;EUR;Italie;Maroc;ROUTIER;2285;62508.12;MOYEN;NORMALE;2025-02-10;HIVER;5;2025-02-15;5;2025-02-15;0
IMP-03070;IMPORT;MATERIAUX_CONSTRUCTION;1145;513.16;587568.2;EUR;Pays-Bas;Maroc;ROUTIER;2493;107160.29;FAIBLE;NORMALE;2025-09-11;AUTOMNE;6;2025-09-17;9;2025-09-20;1
EXP-03071;EXPORT;ELECTRONIQUE;168;4647.01;780697.68;EUR;Maroc;Portugal;ROUTIER;944;427.93;MOYEN;NORMALE;2024-08-27;ETE;3;2024-08-30;4;2024-08-31;1
IMP-03072;IMPORT;AGRICOLE;9298;26.99;250953.02;EUR;Portugal;Maroc;ROUTIER;915;99632.7;MOYEN;NORMALE;2023-05-24;PRINTEMPS;4;2023-05-28;4;2023-05-28;0
IMP-03073;IMPORT;ALIMENTAIRE;7840;98.71;773886.4;USD;États-Unis;Maroc;MARITIME;6353;41281.89;FAIBLE;NORMALE;2025-02-13;HIVER;19;2025-03-04;19;2025-03-04;0
IMP-03074;IMPORT;AGRICOLE;3242;191.54;620972.68;MAD;France;Maroc;MARITIME;1983;52914.46;FAIBLE;NORMALE;2023-05-13;PRINTEMPS;12;2023-05-25;12;2023-05-25;0
IMP-03075;IMPORT;COSMETIQUE;4182;280.74;1174054.68;USD;Canada;Maroc;MARITIME;6046;735.24;FAIBLE;NORMALE;2023-04-19;PRINTEMPS;17;2023-05-06;18;2023-05-07;1
EXP-03076;EXPORT;TEXTILE;1398;37.83;52886.34;EUR;Maroc;Royaume-Uni;ROUTIER;2359;2417.62;MOYEN;NORMALE;2023-06-07;ETE;5;2023-06-12;4;2023-06-11;0
EXP-03077;EXPORT;TEXTILE;4029;464.8;1872679.2;EUR;Maroc;Turquie;MARITIME;4333;9785.05;ELEVE;NORMALE;2025-01-20;HIVER;17;2025-02-06;23;2025-02-12;1
IMP-03078;IMPORT;AUTOMOBILE;427;2830.93;1208807.11;EUR;Turquie;Maroc;MARITIME;4297;36773.85;MOYEN;NORMALE;2025-08-04;ETE;16;2025-08-20;20;2025-08-24;1
EXP-03079;EXPORT;AUTOMOBILE;701;1308.29;917111.29;USD;Maroc;Émirats arabes unis;MARITIME;6200;52149.07;FAIBLE;URGENTE;2024-04-30;PRINTEMPS;18;2024-05-18;17;2024-05-17;0
EXP-03080;EXPORT;ALIMENTAIRE;5031;144.86;728790.66;MAD;Maroc;Japon;MARITIME;11401;25909.62;MOYEN;URGENTE;2024-10-12;AUTOMNE;28;2024-11-09;37;2024-11-18;1
IMP-03081;IMPORT;EQUIPEMENT_MEDICAL;458;29689.53;13597804.74;EUR;Italie;Maroc;ROUTIER;2119;2798.83;FAIBLE;NORMALE;2025-03-04;PRINTEMPS;5;2025-03-09;6;2025-03-10;1
IMP-03082;IMPORT;MACHINES;76;57762.17;4389924.92;USD;Japon;Maroc;AERIEN;11975;139104.48;MOYEN;URGENTE;2024-09-08;AUTOMNE;6;2024-09-14;4;2024-09-12;0
IMP-03083;IMPORT;MATERIAUX_CONSTRUCTION;1728;1457.95;2519337.6;MAD;Italie;Maroc;ROUTIER;2137;13720.68;MOYEN;NORMALE;2023-08-21;ETE;5;2023-08-26;7;2023-08-28;1
EXP-03084;EXPORT;TEXTILE;224;271.52;60820.48;MAD;Maroc;Canada;AERIEN;5761;526.94;MOYEN;URGENTE;2023-10-15;AUTOMNE;4;2023-10-19;4;2023-10-19;0
IMP-03085;IMPORT;TEXTILE;2024;81.39;164733.36;USD;Corée du Sud;Maroc;MARITIME;10633;1986.7;MOYEN;NORMALE;2025-07-03;ETE;26;2025-07-29;25;2025-07-28;0
EXP-03086;EXPORT;MACHINES;41;50103.94;2054261.54;MAD;Maroc;Pays-Bas;ROUTIER;2525;43738.1;FAIBLE;NORMALE;2024-02-04;HIVER;6;2024-02-10;6;2024-02-10;0
EXP-03087;EXPORT;MACHINES;41;50490.27;2070101.07;EUR;Maroc;France;MARITIME;2025;43893.51;MOYEN;NORMALE;2023-11-30;AUTOMNE;12;2023-12-12;11;2023-12-11;0
EXP-03088;EXPORT;TEXTILE;2908;112.97;328516.76;USD;Maroc;Émirats arabes unis;MARITIME;5927;959.44;MOYEN;NORMALE;2022-08-27;ETE;18;2022-09-14;16;2022-09-12;0
IMP-03089;IMPORT;AUTOMOBILE;245;3819.82;935855.9;EUR;Belgique;Maroc;MARITIME;2579;21979.58;ELEVE;NORMALE;2022-07-07;ETE;13;2022-07-20;14;2022-07-21;1
IMP-03090;IMPORT;ALIMENTAIRE;7347;8.1;59510.7;EUR;Belgique;Maroc;ROUTIER;2593;15463.16;ELEVE;NORMALE;2024-02-27;HIVER;6;2024-03-04;5;2024-03-03;0
IMP-03091;IMPORT;AGRICOLE;5746;157.67;905971.82;MAD;Chine;Maroc;MARITIME;9608;5267.4;FAIBLE;URGENTE;2022-04-13;PRINTEMPS;26;2022-05-09;26;2022-05-09;0
EXP-03092;EXPORT;EQUIPEMENT_MEDICAL;455;7613.44;3464115.2;EUR;Maroc;Espagne;ROUTIER;956;30850.21;MOYEN;URGENTE;2022-10-10;AUTOMNE;3;2022-10-13;2;2022-10-12;0
IMP-03093;IMPORT;ALIMENTAIRE;1888;119.71;226012.48;EUR;Espagne;Maroc;ROUTIER;1035;5459.8;ELEVE;NORMALE;2023-08-26;ETE;4;2023-08-30;3;2023-08-29;0
EXP-03094;EXPORT;MATERIAUX_CONSTRUCTION;1043;279.62;291643.66;USD;Maroc;États-Unis;MARITIME;6423;29940.8;MOYEN;NORMALE;2024-04-01;PRINTEMPS;19;2024-04-20;17;2024-04-18;0
EXP-03095;EXPORT;ELECTRONIQUE;301;981.49;295428.49;EUR;Maroc;Espagne;MARITIME;996;978.73;ELEVE;NORMALE;2025-10-26;AUTOMNE;9;2025-11-04;7;2025-11-02;0
IMP-03096;IMPORT;EQUIPEMENT_MEDICAL;201;14643.48;2943339.48;MAD;Belgique;Maroc;ROUTIER;2522;14161.1;MOYEN;NORMALE;2022-09-21;AUTOMNE;6;2022-09-27;9;2022-09-30;1
EXP-03097;EXPORT;ELECTRONIQUE;954;1552.81;1481380.74;EUR;Maroc;Belgique;ROUTIER;2596;5407.67;MOYEN;NORMALE;2023-09-19;AUTOMNE;5;2023-09-24;4;2023-09-23;0
EXP-03098;EXPORT;AUTOMOBILE;701;2004.4;1405084.4;EUR;Maroc;Espagne;ROUTIER;1027;34491.68;ELEVE;NORMALE;2024-04-06;PRINTEMPS;4;2024-04-10;6;2024-04-12;1
EXP-03099;EXPORT;EQUIPEMENT_MEDICAL;472;2822.24;1332097.28;EUR;Maroc;Italie;MARITIME;2117;67562.37;MOYEN;NORMALE;2024-11-27;AUTOMNE;12;2024-12-09;10;2024-12-07;0
EXP-03100;EXPORT;AGRICOLE;5068;59.95;303826.6;EUR;Maroc;Belgique;ROUTIER;2409;6361.68;MOYEN;NORMALE;2023-07-31;ETE;5;2023-08-05;4;2023-08-04;0
IMP-03101;IMPORT;AGRICOLE;5042;271.93;1371071.06;USD;Chine;Maroc;AERIEN;10480;46568.94;FAIBLE;NORMALE;2024-07-31;ETE;6;2024-08-06;4;2024-08-04;0
IMP-03102;IMPORT;MACHINES;53;54703.47;2899283.91;EUR;Italie;Maroc;MARITIME;2242;64487.41;FAIBLE;NORMALE;2022-12-11;HIVER;11;2022-12-22;9;2022-12-20;0
EXP-03103;EXPORT;TEXTILE;1667;296.35;494015.45;EUR;Maroc;France;MARITIME;1943;3417.03;MOYEN;URGENTE;2024-08-19;ETE;12;2024-08-31;11;2024-08-30;0
EXP-03104;EXPORT;COSMETIQUE;2105;55.08;115943.4;USD;Maroc;États-Unis;MARITIME;6681;4137.85;MOYEN;NORMALE;2025-11-17;AUTOMNE;21;2025-12-08;20;2025-12-07;0
EXP-03105;EXPORT;AUTOMOBILE;824;1209.67;996768.08;USD;Maroc;Émirats arabes unis;MARITIME;5825;46645.96;FAIBLE;URGENTE;2022-05-24;PRINTEMPS;20;2022-06-13;30;2022-06-23;1
EXP-03106;EXPORT;ELECTRONIQUE;634;2350.5;1490217.0;EUR;Maroc;Belgique;ROUTIER;2577;2049.34;MOYEN;NORMALE;2024-11-22;AUTOMNE;6;2024-11-28;6;2024-11-28;0
EXP-03107;EXPORT;TEXTILE;1180;72.29;85302.2;EUR;Maroc;Belgique;MARITIME;2418;1709.5;MOYEN;URGENTE;2023-06-10;ETE;13;2023-06-23;12;2023-06-22;0
IMP-03108;IMPORT;ELECTRONIQUE;949;309.75;293952.75;USD;Chine;Maroc;MARITIME;9663;5148.77;FAIBLE;NORMALE;2024-11-05;AUTOMNE;27;2024-12-02;26;2024-12-01;0
EXP-03109;EXPORT;ELECTRONIQUE;49;8353.74;409333.26;USD;Maroc;Japon;MARITIME;11933;237.59;MOYEN;NORMALE;2025-06-21;ETE;28;2025-07-19;30;2025-07-21;1
EXP-03110;EXPORT;MATERIAUX_CONSTRUCTION;1462;548.44;801819.28;EUR;Maroc;Pays-Bas;ROUTIER;2590;118633.62;ELEVE;NORMALE;2023-10-04;AUTOMNE;6;2023-10-10;4;2023-10-08;0
IMP-03111;IMPORT;AUTOMOBILE;241;1271.21;306361.61;USD;États-Unis;Maroc;MARITIME;6785;8084.07;ELEVE;NORMALE;2025-03-14;PRINTEMPS;20;2025-04-03;27;2025-04-10;1
IMP-03112;IMPORT;ALIMENTAIRE;9925;126.98;1260276.5;EUR;Portugal;Maroc;ROUTIER;924;90878.73;MOYEN;NORMALE;2024-02-14;HIVER;3;2024-02-17;5;2024-02-19;1
IMP-03113;IMPORT;COSMETIQUE;3119;414.93;1294166.67;USD;Corée du Sud;Maroc;MARITIME;11148;1445.04;MOYEN;URGENTE;2023-05-19;PRINTEMPS;31;2023-06-19;33;2023-06-21;1
EXP-03114;EXPORT;COSMETIQUE;3827;340.95;1304815.65;USD;Maroc;Turquie;MARITIME;4411;3442.03;ELEVE;URGENTE;2023-03-28;PRINTEMPS;16;2023-04-13;14;2023-04-11;0
IMP-03115;IMPORT;PHARMACEUTIQUE;1771;830.81;1471364.51;USD;Émirats arabes unis;Maroc;AERIEN;5904;3480.12;MOYEN;NORMALE;2025-05-17;PRINTEMPS;4;2025-05-21;2;2025-05-19;0
EXP-03116;EXPORT;ELECTRONIQUE;518;6272.72;3249268.96;MAD;Maroc;États-Unis;MARITIME;6718;2143.66;ELEVE;NORMALE;2025-09-30;AUTOMNE;20;2025-10-20;22;2025-10-22;1
EXP-03117;EXPORT;ELECTRONIQUE;484;6086.68;2945953.12;USD;Maroc;États-Unis;MARITIME;6502;2413.06;FAIBLE;NORMALE;2023-05-17;PRINTEMPS;22;2023-06-08;22;2023-06-08;0
EXP-03118;EXPORT;PHARMACEUTIQUE;3471;718.17;2492768.07;USD;Maroc;États-Unis;MARITIME;6214;702.03;MOYEN;NORMALE;2023-12-10;HIVER;20;2023-12-30;19;2023-12-29;0
EXP-03119;EXPORT;AGRICOLE;3048;101.82;310347.36;MAD;Maroc;Italie;ROUTIER;2141;48327.07;MOYEN;NORMALE;2025-04-27;PRINTEMPS;5;2025-05-02;6;2025-05-03;1
IMP-03120;IMPORT;MACHINES;33;68912.32;2274106.56;USD;Turquie;Maroc;AERIEN;4720;5587.02;MOYEN;NORMALE;2025-01-25;HIVER;3;2025-01-28;2;2025-01-27;0
EXP-03121;EXPORT;ELECTRONIQUE;911;7682.55;6998803.05;EUR;Maroc;Italie;MARITIME;2218;5017.67;FAIBLE;NORMALE;2025-02-21;HIVER;12;2025-03-05;10;2025-03-03;0
IMP-03122;IMPORT;COSMETIQUE;1264;22.3;28187.2;USD;Émirats arabes unis;Maroc;AERIEN;5919;878.62;MOYEN;URGENTE;2025-06-29;ETE;4;2025-07-03;2;2025-07-01;0
EXP-03123;EXPORT;COSMETIQUE;2927;369.29;1080911.83;EUR;Maroc;Pays-Bas;MARITIME;2650;2672.4;ELEVE;NORMALE;2023-09-10;AUTOMNE;13;2023-09-23;14;2023-09-24;1
EXP-03124;EXPORT;MATERIAUX_CONSTRUCTION;1083;1026.76;1111981.08;MAD;Maroc;Espagne;ROUTIER;1005;83798.89;FAIBLE;URGENTE;2025-03-30;PRINTEMPS;3;2025-04-02;2;2025-04-01;0
IMP-03125;IMPORT;MATERIAUX_CONSTRUCTION;546;1215.92;663892.32;EUR;Turquie;Maroc;AERIEN;4280;29621.08;MOYEN;NORMALE;2024-09-14;AUTOMNE;4;2024-09-18;2;2024-09-16;0
EXP-03126;EXPORT;ELECTRONIQUE;862;4112.9;3545319.8;EUR;Maroc;Portugal;ROUTIER;933;2076.93;MOYEN;NORMALE;2024-12-06;HIVER;3;2024-12-09;4;2024-12-10;1
IMP-03127;IMPORT;MATERIAUX_CONSTRUCTION;965;726.23;700811.95;USD;Chine;Maroc;AERIEN;9828;46261.99;MOYEN;NORMALE;2024-07-05;ETE;5;2024-07-10;3;2024-07-08;0
IMP-03128;IMPORT;COSMETIQUE;4895;456.49;2234518.55;EUR;Belgique;Maroc;ROUTIER;2620;8708.23;FAIBLE;NORMALE;2022-09-17;AUTOMNE;6;2022-09-23;5;2022-09-22;0
IMP-03129;IMPORT;ALIMENTAIRE;5380;96.22;517663.6;EUR;France;Maroc;ROUTIER;2079;14541.72;MOYEN;NORMALE;2023-01-25;HIVER;5;2023-01-30;3;2023-01-28;0
IMP-03130;IMPORT;TEXTILE;1581;47.8;75571.8;EUR;Espagne;Maroc;MARITIME;990;1056.09;MOYEN;URGENTE;2025-07-02;ETE;9;2025-07-11;8;2025-07-10;0
EXP-03131;EXPORT;COSMETIQUE;3500;334.52;1170820.0;EUR;Maroc;Espagne;ROUTIER;957;2049.05;MOYEN;NORMALE;2022-09-14;AUTOMNE;3;2022-09-17;1;2022-09-15;0
IMP-03132;IMPORT;AUTOMOBILE;118;4773.13;563229.34;USD;Chine;Maroc;MARITIME;10262;10644.53;MOYEN;NORMALE;2025-12-19;HIVER;28;2026-01-16;28;2026-01-16;0
EXP-03133;EXPORT;EQUIPEMENT_MEDICAL;483;1879.15;907629.45;EUR;Maroc;Allemagne;ROUTIER;2798;60833.26;MOYEN;URGENTE;2022-07-05;ETE;6;2022-07-11;4;2022-07-09;0
IMP-03134;IMPORT;PHARMACEUTIQUE;1265;565.1;714851.5;USD;États-Unis;Maroc;MARITIME;6238;1699.8;FAIBLE;URGENTE;2024-02-13;HIVER;21;2024-03-05;20;2024-03-04;0
IMP-03135;IMPORT;COSMETIQUE;495;397.46;196742.7;EUR;France;Maroc;MARITIME;1991;83.93;MOYEN;NORMALE;2024-08-29;ETE;11;2024-09-09;12;2024-09-10;1
IMP-03136;IMPORT;ELECTRONIQUE;480;1532.38;735542.4;EUR;France;Maroc;ROUTIER;2001;2353.83;MOYEN;URGENTE;2025-01-17;HIVER;4;2025-01-21;5;2025-01-22;1
IMP-03137;IMPORT;MACHINES;99;42117.08;4169590.92;EUR;Turquie;Maroc;MARITIME;4666;94708.72;MOYEN;NORMALE;2024-07-23;ETE;17;2024-08-09;17;2024-08-09;0
IMP-03138;IMPORT;AGRICOLE;5746;191.8;1102082.8;EUR;Portugal;Maroc;MARITIME;938;86517.9;ELEVE;URGENTE;2023-04-07;PRINTEMPS;8;2023-04-15;6;2023-04-13;0
IMP-03139;IMPORT;AGRICOLE;9171;88.29;809707.59;EUR;Turquie;Maroc;MARITIME;4456;131891.66;MOYEN;NORMALE;2025-06-21;ETE;15;2025-07-06;20;2025-07-11;1
IMP-03140;IMPORT;EQUIPEMENT_MEDICAL;423;16564.8;7006910.4;EUR;Belgique;Maroc;ROUTIER;2491;1858.26;FAIBLE;NORMALE;2023-03-11;PRINTEMPS;5;2023-03-16;4;2023-03-15;0
